HNRNPL
MKRN2
THOC2
NCBP2
CDC40
SNRPC
YTHDF3
KPNB1
FCF1
PRPF4
PARP1
MRPL3
MRPL42
ZCCHC17
EIF4ENIF1
SRPRA
MAGOHB
DENR
KHDRBS2
P4HB
TRMT1
PABPC1L
PINX1
ARGLU1
CANX
SARS1
SNRNP27
MKI67
EIF2A
PPRC1
EIF3H
LSM1
HABP4
POP1
TENT4B
HELZ
MRPL11
LSM6
ANKRD17
XPO1
TRUB2
PELO
MRPS11
TPR
DEK
SRFBP1
RSL24D1
CNOT1
TRNAU1AP
LUC7L2
AKAP8
EIF2S3B
WBP11
MRPL2
EXOSC2
NAP1L1
CLUH
UBAP2
MMTAG2
CCT3
PRKRA
LTV1
WDR12
FAU
MRPS26
IMP3
PCF11
PDIA3
ZNF207
NOP10
PAK1IP1
C1QBP
MYH9
LSM11
DAP3
VIRMA
RPS29
MAP4
RC3H2
SUPV3L1
ZCCHC7
SUB1
MDN1
THUMPD1
METTL16
MRPS21
TRUB1
MRPS9
DIS3
NKAP
LARP6
IWS1
SNRPN
SEC61A1
ZNF593
LSM10
NACA
SCAF8
LSM7
PABPC3
RBM23
ZRSR2
DYNC1H1
FASN
ALDOA
TDRD3
PAIP1
UBA52
USP36
MRPL28
DICER1
BTF3L4
SYF2
EIF3I
MCTS1
FKBP15
TBRG4
METAP2
HSPA5
PTCD2
DROSHA
PDCD4
DHX38
NOVA1
PRPF40B
PHGDH
RPN1
CTR9
MRPS18C
NCBP3
RBPMS
STIP1
RANBP1
LSM5
RNPC3
EFL1
RCC2
CCDC9
GPATCH8
RTF1
PUS1
IPO7
RBMXL2
UTP14C
MEX3D
TUBB
CCT2
TCP1
NOL7
SEC61B
DDX60L
RPL10L
RRBP1
ZRANB2
MRPL27
LARP1B
CD2BP2
NLE1
HARS1
PPP1R10
DIDO1
PCBP3
SRSF12
DQX1
ANKHD1
SSBP1
ZNF598
MRPL15
MRPL22
HEXIM1
GNL1
DCP1A
RBM11
TFIP11
USP39
RPL3L
CKAP4
ZC3H8
RDX
MBNL3
PRR3
COIL
PAPOLA
C2orf49
EEFSEC
AKAP1
MSN
MRPL39
RALYL
BCAS2
PPIG
RBM33
ZC3H13
MRPL14
FASTKD1
EIF3CL
MTDH
PRDX1
SPTBN1
ZC3H10
RPUSD4
PABPC4L
MRPL16
HEATR6
EPPK1
PNPT1
MRPL43
ZCCHC9
MRPS30
TNPO2
MDH2
FLNB
NPM3
URB2
MRPL19
DNAJA1
YARS2
SMG1
NAF1
GCFC2
FLNA
EZR
NUDT16L1
PDIA4
RNMT
WDR18
ZC3H3
TRIM28
RO60
DUS3L
BUD23
PRMT8
CCDC124
TKT
H1-2
EDC3
CWC15
AARS2
TARS3
MSI1
NAP1L4
MRPL44
MRPL24
TNRC6A
APEX1
CDK9
DBR1
TAGLN2
IPO4
WBP4
UPF3A
APOBEC3B
HSPA9
YBX2
CCDC137
ZFP36L2
EIF1B
PUS7L
TNRC6B
CCT5
CCT6A
EIF3M
TXN
TENT2
EXOSC9
MRPS18B
GPKOW
MRPS15
SMN1
NUFIP1
EIF3K
PPIH
FASTK
NSUN6
ZNFX1
TOE1
ZFC3H1
SET
MRPS2
EIF5AL1
UBA1
LLPH
SLU7
FDXACB1
TOP2B
MRPL57
GEMIN4
MRPL9
PABPN1L
CPSF4L
CPEB4
EXOSC6
RCC1
MRPL21
RNF113A
SAMD4A
DDX20
MRPS10
KPNA3
TFB2M
RTRAF
MRPS22
DCP1B
VARS2
SMARCA5
RPUSD3
RPP25L
CHD2
GFM1
MRPL23
TARBP2
DRG2
RBM24
CCT8
CCT7
IARS2
BUD31
PAN3
WDR74
ZNF106
RAMAC
MRPS24
ZMAT5
AGO3
DGCR8
PEBP1
HMGB2
TPT1
VCP
PELP1
MRPL20
RBFOX1
TRMT6
MRPS25
PRPF39
CCDC97
PPIA
PGK1
MTIF2
CWC27
PRMT3
LDHA
PSIP1
H1-4
NFX1
HSP90B1
HSPE1
H4C1
HNRNPCL1
HSPH1
NOA1
FKBP4
RIOK3
PAIP2
LRRC59
LDHB
SRPRB
DCP2
TSR2
DDX41
RC3H1
RPP30
COPA
NELFE
IPO9
ERI1
TOP2A
LMNA
HSPB1
H1-10
RPP38
SNIP1
ZMAT2
NUDT11
NUDT4
ANXA2
PDIA6
AGO1
TXNL4B
DHX32
CLNS1A
EIF4E2
TLN1
PRDX2
CACTIN
SMG6
RANBP6
MAPRE1
BAZ1B
PRKRIP1
WDR89
R3HDM1
ACTN4
ARCN1
SENP3
PRPF18
LUZP4
CHD1
CHD4
PPIB
HSD17B10
TFAM
CS
HSPA4
EXOSC4
CWF19L2
KTN1
SPATS2
CALR
RANGAP1
MRPS33
CLK3
GUF1
NSRP1
MEX3B
CDKN2AIP
PHAX
FASTKD5
THOC1
PPWD1
SHQ1
NSUN3
UBTF
CDC37
DIS3L2
WARS1
EIF3F
TRMT2B
SPTAN1
C11orf68
EXOSC3
RSRC2
RPL39L
DSP
BZW2
GART
MRPL48
CPEB1
MRPL38
CWC25
CLK1
NASP
LRRFIP1
XPOT
MRPS34
LBR
G6PD
MRPL10
RBM41
METTL1
CLP1
FAM120C
TUBB4B
RBPMS2
MRPL51
CLK2
RARS2
WDR25
SPATS2L
PAICS
MRPL54
METTL17
TGS1
SRPK3
MRM3
GTF2F1
DDX19A
SLBP
PAF1
TSFM
ANP32A
THOC3
CARS2
RIF1
SCAF1
ELOA
MRPL47
CELF5
PAPOLB
CFL1
HUWE1
CTNNA1
POP7
DNAJC2
KPNA4
RSRC1
TOMM34
PDCD7
ZC3H6
THOC7
FRRS1L
MRPS16
SAP18
CPEB2
NAA38
MRPL46
CLTC
PDAP1
VIM
ARL6IP4
MRPL40
EXOSC8
DHX35
RPL41
GDI2
SCAF4
KIF2A
TSN
COPB2
SMC2
MRPL30
EXOSC7
PRMT5
CDC73
LARS2
TXNL4A
PAN2
MEX3C
MEX3A
RCC1L
PLS3
WDR6
EIF5A2

YWHAZ
TPI1
THOC6
NSUN4
HGH1
CCDC59
GTF2I
COPB1
ACLY
TFB1M
NGRN
HBS1L
BICC1
EIF4E3
PARP12
SAMD4B
NUMA1
TBL2
TUBA1C
PRDX6
HSPA1A
RAE1
MRPL12
SNRNP35
SMG8
IPO8
THOC5
MRPL53
ZC3HAV1L
WRAP53
PRCC
WDR55
UNK
TOP3B
TP53BP1
SECISBP2L
COPG1
CDK12
SETD2
MRPS14
GADD45GIP1
LEO1
NCBP2L
MARS2
PNISR
TARS2
SRRM3
HMGB1
MTHFD1
IQGAP1
H1-5
MRPL17
PAXBP1
DHX40
SEC63
GTPBP1
GTPBP10
EXOSC1
SARS2
MPHOSPH6
ELAC1
SETX
METTL3
SLC25A5
TUBA1B
TMA7
LSM12
ZNF830
ZNF692
FAM207A
RECQL
DUSP11
GANAB
MRPL32
NANOS1
PPIL1
HELZ2
TRAP1
NCAPD2
CCNK
AGO4
KHDC4
NAA15
OTUD4
UBR5
ABCF3
SKIV2L
MALSU1
DIS3L
SBDS
TSNAX
DDX43
MRPL34
TNRC6C
MRPL18
MRPL33
PTGES3
ZNF473
CPEB3
PGAM1
POP4
PFN1
CNOT4
MANF
PPP6R3
RPP25
ZNF277
MRPS17
MRPL58
DARS2
NELFB
DUS2
AAMP
YWHAE
XPO7
ALDOC
MRPS6
ZC3H12D
FSCN1
GMPS
VDAC1
RPRD2
MRM1
PRORP
ZRSR2P1
TEX13A
HSPA2
RPA1
CKAP5
POLR1A
MYL6
TRMT112
EIF4E1B
SRRM4
PHF6
VCL
CDV3
TUT1
EXOSC5
SLC25A11
GEMIN6
DDX19B
DIAPH1
SHFL
MRPS12
WTAP
PPP5C
CIZ1
RNF113B
HEXIM2
MTIF3
HERC5
SMARCA4
SMC1A
RBBP4
SLC4A1AP
MTA2
NKTR
EIF2B4
MRPL49
SNUPN
YJU2
DALRD3
RBBP7
POLR2G
ZFP36
CCDC12
AAR2
TSEN2
ZNF526
NMT1
SMC4
TMPO
A1CF
TXNDC5
CCNT1
NUP153
TARBP1
DNAJC3
DNMT1
LONP1
NUP42
ANXA11
FEN1
MTERF4
PRKCSH
NUTF2
S100A11
MCM3
ABCF2
PDS5A
DYNC1I2
C1orf52
PFAS
HDAC2
EIF2B5
MTG2
APTX
C1D
ZC3H12B
CBX3
MYH10
ATIC
FAM50A
CHORDC1
PABPC1L2A
DNAJC7
EIF2B1
DZIP3
ATP5F1A
RNH1
MACF1
POLR1G
ADARB2
RPP21
DUS1L
SMG5
R3HDM2
MTHFSD
HLTF
ANP32B
PFKP
BCCIP
CHD3
KPNA1
HEATR3
UNC45A
ATXN1
GEMIN7
RNGTT
SMG7
SRBD1
CTCF
MPRIP
DNAJA2
TERT
SERF2
CLIC1
APOBEC3F
ZNF385A
RUVBL1
VDAC2
MCAT
TMA16
IGHMBP2
RBFA
FARS2
SMG9
PDCD2L
PATL2
SEC61G
PGAM5
HDGF
TXNRD1
PCNA
METAP1
TTF1
SLC25A3
DNAJC9
PRDX4
PABPC5
NXF2
NANOS3
PAPOLG
MRPL35
SLC25A10
DNAJB1
PEG10
PHF3
APOBEC3C
NCAPD3
ANXA7
ASNS
RPP40
TRNT1
WDR77
GFM2
DOHH
ZGRF1
ACO2
YWHAB
TNKS1BP1
BAZ1A
JPT2
BAG3
GLE1
CLPB
TWF1
RP9
NXF3
PARS2
TTC27
PPHLN1
BUB3
FNDC3B
DYNC1LI1
CLASP2
NUDC
HMGB3
SMCHD1
ZFP36L1
TRMT11
MRPL50
TRMT44
PARK7
GOT2
ADNP
ERP29
NEPRO
ST13
PDE12
MRPL55
MRPS36
LMNB1
PPM1G
CARM1
ROCK2
PPP1R8
ZFP91
USB1
UBL5
SUMO2
KIF5B
QTRT1
RPS19BP1
MYO18A
FASTKD3
GPATCH1
DHX34
MRRF
KLHDC4
CCDC58
PGD
TACO1
ASCC2
FKBP3
ERI3
TCEA1
NELFCD
ZNF668
MRPL52
EAPP
ZNF317
C8orf34
DDB1
MDC1
CAD
FRG1
NUP205
TXLNG
TXLNA
RFC1
ELAVL4
TEFM
METTL14
SOWAHC
BRD2
CSTB
USP7
GTF3C1
PSMC1
TPX2
AFF4
ZYX
DNAJC1
RAD50
TRMT10A
H1-3
CCNT2
OXA1L
SLC3A2
MDH1
NUSAP1
H1-0
ACTN1
GTF3C2
GEMIN8
SNRNP48
SIL1
OGFOD1
TRIP12
GOLGB1
MACROH2A1
WDR1
MTERF3
YWHAG
HDAC1
NCAPH
HELLS
HYOU1
CHCHD1
DXO
NELFA
USP11
EIF2AK1
LRRC53
CTTN
RUVBL2
LTA4H
UBE2L3
KIN
HCFC1
USP5
BOLL
RANBP3
NUP214
RSBN1L
ZNHIT6
IPO11
TSSC4
DCTN1
NME1
THUMPD3
AHCTF1
CDK11B
GATAD2B
RIDA
TTC37
EIF2B3
TRMT10B
AHSA1
GEMIN2
SUGT1
ZSCAN25
TDP2
CAND1
IMPDH2
TTLL12
MSH6
S100A9
EIF2B2
LENG9
NXT1
TXNDC9
CACYBP
TRRAP
NR5A1
PCM1
IFI16
CSRP1
HP1BP3
ACO1
DNAJC17
NIPBL
PPP1CA
POLR2E
CTIF
TRMT61A
NANOS2
EARS2
USP48
TDP1
ATP5F1B
IREB2
ARHGEF1
WDR5
ENAH
SURF2
MYG1
KPNA6
AICDA
KIF13A
TRIM26
NTPCR
PSMD2
NUP93
GLRX3
SUMO1
CELF4
ACTB
QRSL1
CTDP1
NUP210
NCAPG2
RPRD1B
TSEN34
NSUN7
DNAJA4
FKBP9
ATP1A1
ALDH18A1
USO1
PSMC2
CALU
CTPS1
GTF2B
FNBP4
COPG2
PFKM
CHD1L
EIF2AK4
VWA8
SETD1A
TRIR
HSPA6
CCDC130
MPP6
DLD
HADHA
ATRX
GBF1
LASP1
FLII
POLR2C
GATB
WARS2
FAU
AHCY
DSG1
NCOA5
HADHB
SYNE2
HDGFL2
ARHGEF2
RNPEP
NISCH
CLIP1
H2AX
DNAJB6
PTMA
DCLRE1C
OLA1
ANXA1
DST
ANXA6
TCF25
GPI
FH
POLR2F
APOBEC1
DDX59
ZNF22
PLOD1
SHMT2
JUP
GTF3C3
DNAJC21
NUCKS1
NCAPG
TSPYL1
SYNE1
CEP350
CNOT7
C18orf21
ANGEL2
SSU72
PIH1D1
DNAJB12
PUS10
MTRF1L
CALD1
CORO1C
BTAF1
C8orf33
SSR1
TSR3
BAG4
NAA50
PUSL1
HSPA12A
ZPR1
SMARCAD1
PDCD6IP
RBMS3
ELAVL3
NUP98
NUP155
NUP188
CDK13
SEC62
ANLN
PRDX5
MTRF1
RPP14
HSPBP1
TRMT61B
FAM98C
YBEY
CCNL2
PCNT
PSMD1
ACAA2
ANP32E
MBD3
PPID
CLASP1
QTRT2
WDR61
ACAT1
INTS1
SMARCC1
TMEM214
ADSL
KIF4A
MORC2
C12orf65
ATAD3B
TSEN54
NARS2
PUS3
SUPT4H1
OSBPL6
TOP1MT
DUSP12
PRKAR2A
PSMD4
NUP160
SPTY2D1
RACGAP1
HAT1
TRMU
TSEN15
PDCD2
RWDD1
PCK2
AKAP2
KIF1C
AP3D1
MCM5
RBBP5
CWF19L1
MECP2
WDR4
PSTK
GFPT1
TPP2
EMD
SUCLG1
SLC9A3R1
BAZ2A
RNASEH1
CAPN1
MTA1
POLR2H
PNLDC1
POP5
CIC
RSBN1
LPP
HSPA4L
TENT4A
RGPD8
AKAP9
IFIT5
TJP1
PCMT1
MAP1S
ECPAS
USP24
MCMBP
ARF3
ELP1
RNASEH2A
DCPS
NPM2
RWDD4
COTL1
GTF2F2
AKAP17A
PCBP4
CELF3
CAP1
PPIF
MCM6
SLC25A6
CSNK2A1
GATAD2A
PSMD9
RTF2
ZFP62
PPP1CB
HMGN5
LTN1
BPTF
POGZ
DAZL
BRD4
MOGS
CNOT9
CNOT2
PRDX3
RRM1
JPT1
CHAF1A
ZNF800
BAG2
PDZD8
CTNND1
KIF23
DYNLL1
LIMA1
PSAT1
MRE11
PFDN2
FKBP5
HNRNPCL3
CBLL1
MYH14
UBR4
PPP1CC
SEC16A
GTF3C4
RIOX2
FTH1
CNOT11
PARP2
PFKL
CHD8
TUBA4A
MCM3AP
H1-1
CXorf56
ME2
METAP1D
PNRC2
MRPL36
SENP5
XRCC4
PPP2R1A
SLK
TFRC
HACD3
KMT2D
DDOST
PSMD3
CRTAP
P3H1
POLA1
USP14
POLD1
MTERF1
CNOT6
APLF
RGPD5
SEC22B
NOSIP
DUT
CKB
CNN2
CELF6
TDRD10
ACTL6A
RCN1
TALDO1
ZMYM3
TUBB2A
REXO2
FTSJ1
TRPT1
TTC4
LIG4
CAST
SDHA
GOLGA2
PAK2
PSMA6
SMC3
PDS5B
RPRD1A
EZH2
MBD2
ADAT3
GPALPP1
ZCCHC2
PRMT7
POLM
CYB5R3
MCM7
RBMXL3
AP2A1
GSR
ZNF768
ARID1A
DAXX
PHF10
CAPZA1
GLYR1
COPE
PAIP2B
METTL2A
PBDC1
HSPA1L
TRDMT1
AFDN
SEC24C
CKAP2
ZGPAT
MCM2
PSMA7
PSMC3
SEC23IP
ACTG1
SEC23A
SUZ12
APOBEC3D
UCHL5
CNOT8
FKBP2
CNOT10
PICALM
NXF5
MPLKIP
MCRIP1
ARMC1
TMPO
TAF12
YWHAQ
UBE2O
ARF1
TRIM71
SRCAP
CEP170
GOT1
SPTBN2
AASDHPPT
RFC3
AEN
RPUSD2
C12orf45
GPATCH2
USP9X
DCD
GSTP1
FABP5
TWF2
PIN4
AP1B1
LUZP1
SEPTIN9
MSH2
POLR1B
UHMK1
RFC4
UBE2I
TEP1
SGTA
CMTR2
POLR2D
METTL2B
LRRFIP2
ERO1A
ZNF48
LIG1
MORC3
BAG1
SBNO1
NTMT1
CRKL
MAP1B
MCM4
HMGA1
PLAA
JMJD6
HMGN2
SAMHD1
MARK2
RNF40
DND1
CGGBP1
AURKAIP1
NFKBIL1
IPO13
RAI1
PSMA1
DDX53
INTS3
KIF11
STT3A
KMT2A
SEC31A
HERC2
GTF3C5
SETD1B
SCYL1
RAB3GAP1
CNOT3
PPAT
MLLT1
ZNHIT3
RNASEH2B
PFDN6
MTA3
CC2D1B
NUTM2A
CCDC25
BAG5
CEP131
BRAT1
SERPINH1
CIP2A
LIG3
ASCC1
LMNB2
PSMB5
NUP133
STAG2
SPATA5
PC
WRN
APOBEC4
MTFMT
PDCL3
MYO1C
DCAF1
DSG2
AKAP12
BCDIN3D
NAA10
DPP3
ZMPSTE24
SFN
ENOX2
TONSL
ICE1
PHB2
UBLCP1
TUBB2B
POLR2I
URI1
TMX1
CAPRIN2
BAP18
DPH5
PPIAL4A
MISP
ATP2A2
SUN1
VASP
TENT5A
PPARGC1B
CORO1B
SAP30BP
WAPL
POLR2J
CLK4
NXT2
POLR2L
ARFGEF2
ZNF624
SZRD1
TTC31
VBP1
RNF213
TMED10
DBN1
TP53
POLE
PRC1
APRT
NUP107
USP15
CSDC2
ALKBH8
TUBB4A
UBFD1
CCDC117
PPP6R2
DCAF7
ZNF707
VAT1
POM121C
CAPZB
ACSL3
PPA1
IDH2
PSMC6
CAVIN1
PKN2
YWHAH
CNN3
EED
DYNC1LI2
NRDC
GRPEL1
SDE2
ROCK1
H2AZ1
NR3C1
THG1L
ENO2
GABPA
PDLIM5
ARHGDIA
AP3B1
BLM
ZMYND8
PSMB1
NSD2
SMARCC2
DSC1
PURG
RBM18
NUP88
RFC2
RFC5
GTF2E2
MVP
RECQL5
RPAP2
APOBEC3H
MAD1L1
NDC1
GAPDHS
RGPD3
TOB2
EIF4E
DDX3Y
TRIP6
KIF14
MYCBP2
PIP5K1A
PEF1
CISD2
CARHSP1
CAPN2
ACACA
PSME3
SMARCE1
UBE2N
PAFAH1B1
APOBEC2
DNAJB11
RPAP3
MAPRE2
RNF144A
ZNF324
BRI3BP
DBNL
ATP6V1A
AKAP13
ASS1
GAPVD1
RAB10
CSNK1A1
PHF8
ATP5F1C
PHIP
NF1
BASP1
SEC23B
H3C1
HTT
S100A4
TCF20
TUBA1A
ZMYM2
TTC14
EIF2AK3
XPO6
TUBAL3
RAB7A
KIF2C
MAT2A
POLR1C
ZNF579
MARF1
KDM1A
POLR1F
ARID4B
RPN2
ATL3
KCTD12
ATXN1L
ANKFY1
RAD21
THUMPD2
SAR1A
CNOT6L
GTPBP3
ELL2
DFFB
POLR2M
LAGE3
HDAC6
GRB2
CLINT1
UTRN
HK2
UBA2
S100A8
NUP50
NUP35
GTF2E1
TUBB3
BICD2
ACTA1
HELB
APOBEC3A
XPO4
MB21D2
MKKS
MYCBP
POLR2K
SUV39H1
ME1
RAB5IF
SMCO3
CYFIP1
NSF
NPEPPS
PITRM1
FAM120B
NOMO1
PARP4
TUBB6
BAG6
PSME4
ATR
DDX25
MTO1
GTF3A
BSG
NUP43
ATP13A1
PSMD5
MYL12B
EAF1
RPUSD1
SRA1
SDF2L1
SWT1
PRKCD
PLIN3
AP2B1
MAZ
BOD1L1
PYGB
CDK5RAP2
FLYWCH2
GTPBP6
HPRT1
CLASRP
PSMD11
PSMD12
SMARCD1
PHF14
FHOD1
WDR82
POLR1E
H3C15
YY1
PIWIL2
PIWIL4
RNF20
AP3M1
ASH1L
HIBCH
TMEM43
POLR2J3
SNRNP25
TLK2
ATP5MF-PTCD1
MAP4K4
MAP3K20
NECTIN3
LRBA
TJP2
TOPBP1
GTPBP8
PFN2
DTD1
NUP85
STOML2
PAK4
ARF4
PITHD1
C9orf78
TMEM131
IMPDH1
CDC123
ELAPOR1
RGPD1
POLR2J2
PHRF1
UFL1
NOL4L
MMS19
LIN28A
EFHD2
CREBBP
SIN3A
PDCD6
SPCS2
RAB1B
PKP3
PSMC4
PSMD7
PML
EXOC4
ZBTB11
WDHD1
PSMC5
TBCA
AP2M1
ARID1B
SEC24A
HMGN1
MDM2
CSNK2A2
RNASEH2C
ZNF184
ZNF433
ZNF169
ZNF2
TKFC
NRF1
VPS35
FANCI
CENPE
MIA3
ZNF318
